V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
1.071,0.735,1.312,-0.273,0.088,-0.025,-0.028,-0.4,1.171,0.042,0.2513143946091433,0.42,-0.072,0.248,-0.156,0.416,1.123,0.961,0.519,-0.469,1.028,0.216,0.133,0.344,1.116,0.353,1.767,0.544,-0.446,0.159,0.966,1.06,0.652,0.534,0.273,0.364,0.22761818775662554,-1.47,1.581
0.829,0.41,2.429,-0.26,0.238,-0.588,0.323,-0.074,1.062,0.042,1.604,-0.64,-0.836,0.895,-0.027,-0.734,1.498,1.227,0.306,-0.439,0.131,-0.116,0.429,0.342,1.226,0.611,1.577,0.406,2.115,-0.987,0.399,0.716,-0.319,-0.155,-0.402,0.364,1.56,-2.163,1.293
0.681,0.911,1.759,-0.15,0.554,-0.108,0.436,0.166,0.939,0.042,-0.088,0.238,-0.102,0.533,-0.165,-1.859,1.247,0.961,0.525,-0.261,-0.319,0.209,0.133,0.354,0.801,0.828,1.175,0.498,2.113,-1.685,0.422,0.805,-0.449,-0.155,0.273,0.364,0.044,-1.38,0.945
1.107,0.991,2.593,0.005,0.805,-0.33,0.46,0.22,1.065,0.042,0.422,-0.089,-0.187,0.266,-0.088,-1.859,1.698,0.696,0.515,0.47,-0.102,0.322,0.133,0.342,0.8,0.779,0.664,0.562,2.113,-1.425,0.094,0.711,-0.116,-0.155,0.273,0.364,0.319,-1.845,1.358
0.87,0.427,1.85,0.006,-0.093,-0.104,0.571,0.327,1.203,0.042,0.795,0.24,-0.703,0.011,-0.044,-1.333,1.679,0.696,0.522,0.424,0.147,0.473,0.239,0.341,0.8,0.866,0.481,0.42,2.112,-0.979,0.838,0.525,-0.349,0.534,0.273,0.364,0.833,-1.43,1.017
0.782,0.153,2.113,0.027,-0.274,-0.101,0.645,0.327,1.043,0.042,0.777,0.294,-0.76,1.019,-0.072,-1.08,1.571,0.696,0.531,0.386,0.008,-0.281,0.314,0.348,0.8,0.905,0.57,0.359,2.11,-1.074,0.632,0.467,-0.37,0.534,0.273,0.364,0.795,-2.244,0.914
0.325,0.149,1.683,0.147,-0.779,-0.259,0.731,0.408,0.667,0.042,0.981,-0.088,-1.066,0.894,-0.07,-1.125,1.3,0.696,0.527,0.408,-0.298,-0.145,0.314,0.344,1.109,0.943,0.557,0.444,2.109,-1.121,1.445,0.124,0.861,0.534,0.273,0.364,0.992,-1.338,0.76
1.155,0.35042033371151843,1.22,0.702,1.344,0.054,0.751,1.105,1.215,0.042,1.319,0.554,1.366,-1.374,-0.524,0.248,0.878,1.227,0.055033933518,1.12,-0.06,1.247,0.239,0.33,-0.109,-0.225,-0.296,0.607,1.244,0.684,0.905,1.206,0.03,0.00780055401662,0.00671502770083,0.3641731062503687,1.461,-0.255,0.995
1.375,1.349,0.508,0.701,0.13554063955030357,0.163,0.574,0.991,1.293,0.042,0.374,0.603,1.492,-0.958,-0.612,1.151,0.84,1.227,0.023,1.206,0.308,0.932,0.314,0.324,-1.314,-0.311,-0.408,0.611,-0.296,1.506,-0.126,1.309,0.0208057479224,1.26,0.00671502770083,0.364,0.714,0.367,0.812
0.276,0.064,-0.87,-0.773,0.489,0.021,-0.253,-0.142,-0.491,0.042,1.124,0.299,0.437,-1.234,-0.521,-0.619,-0.378,0.961,-0.175,1.518,-1.271,0.949,0.314,0.3411044134692819,0.945,-0.651,0.3818797604663954,0.135,-0.462,-0.246,-0.01,0.105,-0.612,-1.361,0.00671502770083,0.364,0.218,1.142,0.412
0.872,0.872,0.114,-0.477,0.688,0.135,-0.317,-0.437,0.783,-0.03307235614231207,-0.299,0.559,0.963,-0.101,-0.1,1.684,0.088,0.961,0.152,1.129,-0.186226454294,0.308,0.314,0.3411044134692819,-1.309,-0.116,-1.034,0.384,-0.457,1.127,0.875,0.468,-0.226,-0.116,-0.121,0.3641731062503687,-0.256,0.009,0.418
